building_floor,building_desc,latitude,longitude,building_type,capacity,mean_density_cnt,max_density_cnt,average_dc_ratio,max_dc_ratio,Residential Building Type
3,775 COMMONWEALTH AVENUE,42.3509,-71.109,Student Support,144,14.260143810991268,117,0.09902877646521714,0.8125,
2,264-270 BAY STATE ROAD,42.3507,-71.1054,Academic,67,9.252578883495145,64,0.1380981922909723,0.9552238805970149,
2,300 BABCOCK STREET,42.3542,-71.1212,Athletic,183,21.742282507015904,114,0.11881028692358418,0.6229508196721312,
3,2 CUMMINGTON MALL,42.3482,-71.1011,Research,52,9.467382035247299,59,0.18206503913937114,1.1346153846153846,
3,30-38 CUMMINGTON MALL,42.3484,-71.1023,Research,63,4.97048770320967,25,0.07889663020967731,0.3968253968253968,
2,3 - 5 CUMMINGTON MALL,42.3487,-71.1013,Research,127,13.991145218417946,90,0.11016649778281848,0.7086614173228346,
3,3 - 5 CUMMINGTON MALL,42.3487,-71.1013,Research,129,7.007265877287406,40,0.054319890521607794,0.31007751937984496,
1,700 BEACON STREET,42.3485,-71.0994,Academic,49,8.354697178251893,123,0.170504024045957,2.510204081632653,
6,8 ST. MARY'S STREET,42.3492,-71.1061,Research,148,9.993110069464054,44,0.06752101398286522,0.2972972972972973,
5,855 COMMONWEALTH AVENUE,42.3514,-71.1139,Academic,145,8.763582966226139,73,0.06043850321535268,0.503448275862069,
3,540 COMMONWEALTH AVENUE,,,Academic,16,20.448388345220323,339,1.2780242715762702,21.1875,
b,154 BAY STATE ROAD,42.3501,-71.1007,Academic,0,5.948350071736011,46,inf,inf,
b,855 COMMONWEALTH AVENUE,42.3514,-71.1139,Academic,0,25.086742701684628,163,inf,inf,
b,275 BABCOCK STREET,42.3528,-71.1204,Residential,0,6.882367886178862,45,inf,inf,Large Dormitory-Style
l,915 COMMONWEALTH AVENUE,42.3518,-71.1165,Student Support,0,27.75879063071045,187,inf,inf,
p,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,0,3.627975886379892,27,inf,inf,
5,808 COMMONWEALTH AVENUE,42.3501,-71.1117,Academic,176,9.977878711413911,86,0.05669249267848813,0.48863636363636365,
3,67 BAY STATE ROAD,42.3502,-71.0959,Academic,10,2.787709497206704,16,0.2787709497206704,1.6,
4,100 BAY STATE ROAD,42.3498,-71.0979,Student Support,94,10.195642669775575,72,0.10846428372101675,0.7659574468085106,
1,575 COMMONWEALTH AVENUE,42.3495,-71.0987,Residential,60,19.55819339895773,190,0.3259698899826288,3.1666666666666665,Large Dormitory-Style
8,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,137,6.462075554902249,31,0.04716843470731569,0.22627737226277372,
5,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,137,8.04164711403097,35,0.05869815411701439,0.25547445255474455,
6,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,134,7.408841541209492,35,0.05528986224783203,0.26119402985074625,
1,704 COMMONWEALTH AVENUE,42.3494,-71.1053,Academic,31,5.258266653812783,48,0.1696215049617027,1.5483870967741935,
1,985 COMMONWEALTH AVENUE,42.3521,-71.1202,Administrative,124,5.929675965498484,36,0.04781996746369745,0.2903225806451613,
2,152 BAY STATE ROAD,,,Academic,15,9.967808930425752,86,0.6645205953617168,5.733333333333333,
4,771 COMMONWEALTH AVENUE,42.351,-71.108,Student Support,30,18.17024929606483,152,0.6056749765354944,5.066666666666666,
1,619 MEMORIAL DRIVE,42.3532,-71.1078,Athletic,71,11.611379050489827,114,0.16354055000689896,1.6056338028169015,
3,138 MOUNTFORT STREET,42.3485,-71.1079,Academic,3,3.285497726124305,27,1.0951659087081016,9.0,
5,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,229,19.900283585042537,113,0.08690080168140846,0.49344978165938863,
1,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,249,42.59518450667365,274,0.17106499801876968,1.1004016064257027,
4,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,228,30.904090085425835,227,0.13554425476063964,0.9956140350877193,
2,120 ASHFORD STREET,42.3544,-71.1223,Administrative,56,10.759735936979919,74,0.19213814173178426,1.3214285714285714,
2,635 COMMONWEALTH AVENUE,42.3499,-71.102,Research,92,15.222450504295853,161,0.16546141852495494,1.75,
1,565 COMMONWEALTH AVENUE,42.3494,-71.0981,Academic,123,39.77710645563801,356,0.323391109395431,2.894308943089431,
1,300 BABCOCK STREET,42.3542,-71.1212,Athletic,244,14.784139289572346,124,0.060590734793329284,0.5081967213114754,
3,44 CUMMINGTON MALL,42.3485,-71.1028,Research,60,5.402473922274532,93,0.09004123203790887,1.55,
4,3 - 5 CUMMINGTON MALL,42.3487,-71.1013,Research,150,7.428996660374619,42,0.04952664440249746,0.28,
2,24 CUMMINGTON MALL,42.3483,-71.1017,Research,86,6.695605573419078,25,0.07785587876068695,0.29069767441860467,
5,590 COMMONWEALTH AVENUE,42.3484,-71.1002,Research,156,9.205445700928676,68,0.05900926731364536,0.4358974358974359,
2,590 COMMONWEALTH AVENUE,42.3484,-71.1002,Research,312,25.03154015506844,204,0.0802292953688091,0.6538461538461539,
1,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,70,6.924131067217884,56,0.09891615810311262,0.8,
8,8 ST. MARY'S STREET,42.3492,-71.1061,Research,148,7.747185981069327,41,0.052345851223441396,0.27702702702702703,
1,8 ST. MARY'S STREET,42.3492,-71.1061,Research,136,19.815824031516744,167,0.14570458846703488,1.2279411764705883,
4,1010 COMMONWEALTH AVENUE,42.3513,-71.121,Academic,59,5.834573412698413,56,0.09889107479149853,0.9491525423728814,
2,871 COMMONWEALTH AVENUE,42.3515,-71.1146,Academic,104,25.67102308710922,202,0.24683676045297326,1.9423076923076923,
4,881 COMMONWEALTH AVENUE,42.3514,-71.1153,Administrative,82,20.676975319871445,148,0.25215823560818834,1.8048780487804879,
3,700 COMMONWEALTH AVENUE,42.3493,-71.104,Residential,108,1.4228660924040721,22,0.013174686040778446,0.2037037037037037,Large Dormitory-Style
b,808 COMMONWEALTH AVENUE,42.3501,-71.1117,Academic,0,8.79429402144285,100,inf,inf,
t,675 - 725 COMMONWEALTH AVENUE,42.3502,-71.1046,Research,0,9.155403363883574,177,inf,inf,
r,808 COMMONWEALTH AVENUE,42.3501,-71.1117,Academic,0,2.3612935826174835,17,inf,inf,
2,881 COMMONWEALTH AVENUE,42.3514,-71.1153,Administrative,91,15.794315155725368,188,0.17356390281016887,2.065934065934066,
4,808 COMMONWEALTH AVENUE,42.3501,-71.1117,Academic,197,42.02561190300415,563,0.21332797920306673,2.8578680203045685,
3,128 BAY STATE ROAD,42.35,-71.0991,Academic,7,2.213184476342371,11,0.316169210906053,1.5714285714285714,
5,100 BAY STATE ROAD,42.3498,-71.0979,Student Support,101,11.389095770075432,66,0.1127633244561924,0.6534653465346535,
6,100 BAY STATE ROAD,42.3498,-71.0979,Student Support,92,8.6834662110858,82,0.09438550229441088,0.8913043478260869,
3,100 BAY STATE ROAD,42.3498,-71.0979,Student Support,71,10.557636251214557,65,0.1486991021297825,0.9154929577464789,
9,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,125,6.049650938854117,29,0.048397207510832936,0.232,
5,704 COMMONWEALTH AVENUE,42.3494,-71.1053,Academic,30,7.308346563846677,130,0.24361155212822258,4.333333333333333,
2,928 COMMONWEALTH AVENUE,42.3509,-71.1175,Academic,109,41.606437125748506,282,0.3817104323463166,2.5871559633027523,
1,910 COMMONWEALTH AVENUE,42.3508,-71.1166,Academic,81,14.030766241336874,148,0.17321933631280093,1.8271604938271604,
1,232 BAY STATE ROAD,42.3505,-71.1039,Academic,34,4.6439734785697375,30,0.1365874552520511,0.8823529411764706,
3,232 BAY STATE ROAD,42.3505,-71.1039,Academic,34,4.886339937434828,38,0.14371588051278905,1.1176470588235294,
3,236 BAY STATE ROAD,42.3506,-71.1042,Academic,29,4.753758686039166,27,0.1639227133116954,0.9310344827586207,
2,213 BAY STATE ROAD,42.3508,-71.1031,Student Support,80,8.441357828491514,76,0.10551697285614392,0.95,
6,771 COMMONWEALTH AVENUE,42.351,-71.108,Student Support,14,9.933775800452192,78,0.7095554143180137,5.571428571428571,
4,775 COMMONWEALTH AVENUE,42.3509,-71.109,Student Support,82,3.9799315198782574,24,0.048535750242417776,0.2926829268292683,
2,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,196,38.07496839443742,266,0.19426004282876236,1.3571428571428572,
3,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,172,23.853312636703592,143,0.13868205021339297,0.8313953488372093,
6,745 - 755 COMMONWEALTH AVENUE,42.3505,-71.1073,Academic,73,8.442961165048544,61,0.11565700226093896,0.8356164383561644,
5,264-270 BAY STATE ROAD,42.3507,-71.1054,Academic,62,6.143016873348241,34,0.0990809173120684,0.5483870967741935,
2,595 COMMONWEALTH AVENUE,42.3496,-71.0997,Academic,213,72.19832014018974,645,0.3389592494844589,3.028169014084507,
7,595 COMMONWEALTH AVENUE,42.3496,-71.0997,Academic,224,19.078216060364394,124,0.08517060741234105,0.5535714285714286,
3,300 BABCOCK STREET,42.3542,-71.1212,Athletic,199,8.1366281325161,46,0.04088757855535728,0.23115577889447236,
4,44 CUMMINGTON MALL,42.3485,-71.1028,Research,68,4.317645762151439,22,0.06349479061987409,0.3235294117647059,
7,44 CUMMINGTON MALL,42.3485,-71.1028,Research,65,7.258105107327905,47,0.1116631554973524,0.7230769230769231,
5,3 - 5 CUMMINGTON MALL,42.3487,-71.1013,Research,118,6.114603024574669,36,0.05181866969978533,0.3050847457627119,
1,3 - 5 CUMMINGTON MALL,42.3487,-71.1013,Research,131,21.88378774222623,143,0.16705181482615442,1.0916030534351144,
5,24 CUMMINGTON MALL,42.3483,-71.1017,Research,110,6.225253215683837,30,0.05659321105167125,0.2727272727272727,
1,24 CUMMINGTON MALL,42.3483,-71.1017,Research,68,12.068626933431874,77,0.1774798078445864,1.1323529411764706,
4,24 CUMMINGTON MALL,42.3483,-71.1017,Research,116,7.659338401479351,31,0.06602877932309785,0.2672413793103448,
7,24 CUMMINGTON MALL,42.3483,-71.1017,Research,111,6.356399549280837,27,0.057264860804331866,0.24324324324324326,
2,677 BEACON STREET,42.3481,-71.0986,Research,35,3.7015855486313796,22,0.1057595871037537,0.6285714285714286,
2,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,69,5.802871120378539,38,0.08409958145476143,0.5507246376811594,
1,730 COMMONWEALTH AVENUE,42.3496,-71.1069,Research,117,8.25041272699985,85,0.0705163480940158,0.7264957264957265,
9,8 ST. MARY'S STREET,42.3492,-71.1061,Research,155,8.353603891947254,109,0.053894218657724216,0.7032258064516129,
7,8 ST. MARY'S STREET,42.3492,-71.1061,Research,144,9.234964353177746,38,0.06413169689706769,0.2638888888888889,
1,111 CUMMINGTON MALL,42.3491,-71.104,Research,0,16.2707610931531,125,inf,inf,
2,750 COMMONWEALTH AVENUE,42.3498,-71.108,Academic,227,36.25577546376112,318,0.15971707252758202,1.4008810572687225,
1,855 COMMONWEALTH AVENUE,42.3514,-71.1139,Academic,243,23.835074717531285,155,0.09808672723263903,0.6378600823045267,
5,881 COMMONWEALTH AVENUE,42.3514,-71.1153,Administrative,92,8.628395936687928,54,0.09378691235530356,0.5869565217391305,
l,925 COMMONWEALTH AVENUE,42.3522,-71.1177,Athletic,0,18.6612064892109,266,inf,inf,
b,735 COMMONWEALTH AVENUE,42.3506,-71.1064,Student Support,0,3.5629555164614226,56,inf,inf,
b,10 LENOX STREET,42.3487,-71.1099,Administrative,0,1.677079107505071,12,inf,inf,
c,925 COMMONWEALTH AVENUE,42.3522,-71.1177,Athletic,0,48.95451776649746,375,inf,inf,
b,44 CUMMINGTON MALL,42.3485,-71.1028,Research,0,3.9234769687964337,26,inf,inf,
m,985 COMMONWEALTH AVENUE,42.3521,-71.1202,Administrative,0,2.63023816701839,12,inf,inf,
b,925 COMMONWEALTH AVENUE,42.3522,-71.1177,Athletic,0,3.336358710376592,26,inf,inf,
b,771 COMMONWEALTH AVENUE,42.351,-71.108,Student Support,0,11.637911781127862,101,inf,inf,
2,128 BAY STATE ROAD,42.35,-71.0991,Academic,8,2.5153846153846153,16,0.3144230769230769,2.0,
9,91 BAY STATE ROAD,42.3503,-71.097,Residential,100,3.903047091412742,21,0.039030470914127424,0.21,Large Dormitory-Style
1,147 BAY STATE ROAD,42.3505,-71.1001,Academic,15,7.957460053953103,37,0.5304973369302068,2.466666666666667,
5,575 COMMONWEALTH AVENUE,42.3495,-71.0987,Residential,64,22.67361909454207,107,0.3542752983522198,1.671875,Large Dormitory-Style
3,925 COMMONWEALTH AVENUE,42.3522,-71.1177,Athletic,29,41.11185557416713,1857,1.4176501922126596,64.03448275862068,
1,226 BAY STATE ROAD,42.3504,-71.1037,Academic,19,9.224156381536705,73,0.48548191481772135,3.8421052631578947,
1,213 BAY STATE ROAD,42.3508,-71.1031,Student Support,30,6.379761672201602,80,0.21265872240672007,2.6666666666666665,
1,10 LENOX STREET,42.3487,-71.1099,Administrative,50,6.6102961338086095,36,0.13220592267617218,0.72,
5,771 COMMONWEALTH AVENUE,42.351,-71.108,Student Support,12,10.30285248573757,91,0.8585710404781309,7.583333333333333,
2,1 UNIVERSITY ROAD,42.3512,-71.11,Academic,117,18.59121087575087,168,0.15889923825428096,1.435897435897436,
4,745 - 755 COMMONWEALTH AVENUE,42.3505,-71.1073,Academic,83,7.742614707730986,58,0.09328451455097574,0.6987951807228916,
3,264-270 BAY STATE ROAD,42.3507,-71.1054,Academic,75,8.030865705676359,53,0.10707820940901812,0.7066666666666667,
5,2 CUMMINGTON MALL,42.3482,-71.1011,Research,51,4.255342977134858,24,0.08343809759087957,0.47058823529411764,
4,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,44,4.9149143302180685,25,0.111702598414047,0.5681818181818182,
3,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,49,6.554436752674638,60,0.1337640153607069,1.2244897959183674,
1,15 ST. MARY'S STREET,42.3494,-71.1075,Research,138,8.03012111637704,67,0.058189283452007544,0.4855072463768116,
4,8 ST. MARY'S STREET,42.3492,-71.1061,Research,168,5.419963395748275,37,0.03226168687945402,0.22023809523809523,
3,1010 COMMONWEALTH AVENUE,42.3513,-71.121,Academic,59,7.05223259683831,30,0.11952936604810696,0.5084745762711864,
1,871 COMMONWEALTH AVENUE,42.3515,-71.1146,Academic,167,24.78191586232016,343,0.1483947057623962,2.053892215568862,
1,236 BAY STATE ROAD,42.3506,-71.1042,Academic,27,4.749163479923518,25,0.17589494370087103,0.9259259259259259,
b,745 - 755 COMMONWEALTH AVENUE,42.3505,-71.1073,Academic,0,19.151018496839146,179,inf,inf,
b,718 COMMONWEALTH AVENUE,42.3495,-71.1058,Academic,0,4.404966006503104,34,inf,inf,
b,264-270 BAY STATE ROAD,42.3507,-71.1054,Academic,0,5.9176161262050835,40,inf,inf,
2,675 - 725 COMMONWEALTH AVENUE,42.3502,-71.1046,Research,0,32.68295912492804,320,inf,inf,
b,590 COMMONWEALTH AVENUE,42.3484,-71.1002,Research,0,18.099993443052913,164,inf,inf,
b,285 BABCOCK STREET,42.354,-71.1203,Athletic,0,10.666096007669656,308,inf,inf,
b,141 BAY STATE ROAD,42.3505,-71.0998,Academic,0,7.361328538184895,48,inf,inf,
12,273 BABCOCK STREET,42.3525,-71.1198,Residential,51,3.9764960346070657,29,0.07797051048249148,0.5686274509803921,Large Dormitory-Style
2,704 COMMONWEALTH AVENUE,42.3494,-71.1053,Academic,31,5.081055155875299,53,0.16390500502823546,1.7096774193548387,
16,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,3.2826608278594516,20,0.06565321655718903,0.4,Large Dormitory-Style
3,888 COMMONWEALTH AVENUE,42.3504,-71.1153,Academic,142,9.364089929165383,120,0.06594429527581255,0.8450704225352113,
2,910 COMMONWEALTH AVENUE,42.3508,-71.1166,Academic,82,6.935035734361198,89,0.08457360651659997,1.0853658536585367,
4,213 BAY STATE ROAD,42.3508,-71.1031,Student Support,126,6.827187079407806,55,0.054184024439744495,0.4365079365079365,
5,745 - 755 COMMONWEALTH AVENUE,42.3505,-71.1073,Academic,68,4.084268843854789,29,0.06006277711551161,0.4264705882352941,
1,225 BAY STATE ROAD,42.3509,-71.1036,Student Support,24,4.858662832494608,32,0.20244428468727535,1.3333333333333333,
4,2 CUMMINGTON MALL,42.3482,-71.1011,Research,36,1.8311721991701244,8,0.050865894421392346,0.2222222222222222,
2,30-38 CUMMINGTON MALL,42.3484,-71.1023,Research,60,5.710869036027264,28,0.09518115060045439,0.4666666666666667,
5,44 CUMMINGTON MALL,42.3485,-71.1028,Research,59,4.664638427334426,27,0.07906166825990552,0.4576271186440678,
1,44 CUMMINGTON MALL,42.3485,-71.1028,Research,59,5.750172261049316,26,0.09746054679744602,0.4406779661016949,
6,44 CUMMINGTON MALL,42.3485,-71.1028,Research,67,3.2201090570554594,18,0.048061329209782976,0.26865671641791045,
2,64-86 CUMMINGTON MALL,42.3487,-71.104,Academic,119,11.11960542540074,100,0.09344206239832555,0.8403361344537815,
1,96-100 CUMMINGTON MALL,42.3489,-71.1048,Academic,56,8.61335897625564,66,0.1538099817188507,1.1785714285714286,
9,24 CUMMINGTON MALL,42.3483,-71.1017,Research,105,6.54597995464189,57,0.062342666234684666,0.5428571428571428,
6,24 CUMMINGTON MALL,42.3483,-71.1017,Research,109,6.385363498413574,31,0.0585813164992071,0.28440366972477066,
3,590 COMMONWEALTH AVENUE,42.3484,-71.1002,Research,317,17.324174819420318,197,0.054650393752114564,0.6214511041009464,
2,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,48,4.336055116101046,22,0.09033448158543846,0.4583333333333333,
3,125 BAY STATE ROAD,42.3504,-71.099,Administrative,12,2.655287260616153,16,0.22127393838467943,1.3333333333333333,
b,100 BAY STATE ROAD,42.3498,-71.0979,Student Support,0,9.535576432889084,75,inf,inf,
4,675 - 725 COMMONWEALTH AVENUE,42.3502,-71.1046,Research,0,17.445095781429917,156,inf,inf,
b,273 BABCOCK STREET,42.3525,-71.1198,Residential,0,7.40793982448809,54,inf,inf,Large Dormitory-Style
m,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,0,5.589795659347633,34,inf,inf,
1,675 - 725 COMMONWEALTH AVENUE,42.3502,-71.1046,Research,0,17.142632076462558,173,inf,inf,
b,226 BAY STATE ROAD,42.3504,-71.1037,Academic,0,6.04161391069469,40,inf,inf,
k,30 HARRY AGGANIS WAY,42.3529,-71.1189,Administrative,0,2.9422778925619837,110,inf,inf,
7,575 COMMONWEALTH AVENUE,42.3495,-71.0987,Residential,64,15.558305765595463,74,0.24309852758742911,1.15625,Large Dormitory-Style
10,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,2.3116587285152206,13,0.04623317457030441,0.26,Large Dormitory-Style
1,975 COMMONWEALTH AVENUE,42.3521,-71.1197,Administrative,53,9.771535850963968,164,0.1843686009615843,3.0943396226415096,
3,213 BAY STATE ROAD,42.3508,-71.1031,Student Support,41,5.877681518151816,44,0.14335808580858087,1.0731707317073171,
4,595 COMMONWEALTH AVENUE,42.3496,-71.0997,Academic,314,49.82912045395925,415,0.15869146641388296,1.321656050955414,
1,617-621 COMMONWEALTH AVENUE,42.3497,-71.1013,Academic,29,9.715854783264861,83,0.3350294752849952,2.8620689655172415,
1,30-38 CUMMINGTON MALL,42.3484,-71.1023,Research,25,5.529136197440585,37,0.2211654478976234,1.48,
1,48-52 CUMMINGTON MALL,42.3486,-71.1033,Research,52,11.611298332742107,58,0.223294198706579,1.1153846153846154,
2,700 BEACON STREET,42.3485,-71.0994,Academic,41,3.8156901688182723,47,0.09306561387361639,1.146341463414634,
b,617-621 COMMONWEALTH AVENUE,42.3497,-71.1013,Academic,0,2.073485249955838,14,inf,inf,
b,125 BAY STATE ROAD,42.3504,-71.099,Administrative,0,2.1990607878945996,11,inf,inf,
3,675 - 725 COMMONWEALTH AVENUE,42.3502,-71.1046,Research,0,24.609026337293354,211,inf,inf,
b,704 COMMONWEALTH AVENUE,42.3494,-71.1053,Academic,0,3.9249894648124735,30,inf,inf,
b,15 ST. MARY'S STREET,42.3494,-71.1075,Research,0,2.7362579281183934,11,inf,inf,
l,595 COMMONWEALTH AVENUE,42.3496,-71.0997,Academic,0,3.7188788128606762,18,inf,inf,
b,163-179 AMORY STREET,42.3502,-71.1136,Administrative,0,4.899570405727924,22,inf,inf,
6,881 COMMONWEALTH AVENUE,42.3514,-71.1153,Administrative,97,7.220893141945774,40,0.07444219733964715,0.41237113402061853,
2,121 BAY STATE ROAD,42.3504,-71.0988,Administrative,15,4.267686825280369,28,0.28451245501869127,1.8666666666666667,
3,890 COMMONWEALTH AVENUE,42.3505,-71.1156,Academic,129,11.021886166411434,49,0.08544097803419716,0.3798449612403101,
3,185 BAY STATE ROAD,42.3507,-71.1018,Academic,9,2.33748987854251,12,0.25972109761583445,1.3333333333333333,
4,2 SILBER WAY,42.3497,-71.1009,Academic,88,8.761973261127094,74,0.09956787796735335,0.8409090909090909,
3,635 COMMONWEALTH AVENUE,42.3499,-71.102,Research,68,9.426939770044925,69,0.138631467206543,1.0147058823529411,
8,595 COMMONWEALTH AVENUE,42.3496,-71.0997,Academic,197,12.849213117295914,57,0.06522443206749196,0.2893401015228426,
2,44 CUMMINGTON MALL,42.3485,-71.1028,Research,63,8.420480180470513,57,0.13365841556302402,0.9047619047619048,
3,24 CUMMINGTON MALL,42.3483,-71.1017,Research,110,5.914317042606516,29,0.05376651856915015,0.2636363636363636,
5,8 ST. MARY'S STREET,42.3492,-71.1061,Research,156,9.11653519106649,41,0.05843932814786211,0.26282051282051283,
4,116 BAY STATE ROAD,42.35,-71.0985,Academic,2,1.2893081761006289,3,0.6446540880503144,1.5,
b,3 - 5 CUMMINGTON MALL,42.3487,-71.1013,Research,0,3.8656215005599104,30,inf,inf,
b,888 COMMONWEALTH AVENUE,42.3504,-71.1153,Academic,0,15.099580971160956,137,inf,inf,
1,890 COMMONWEALTH AVENUE,42.3505,-71.1156,Academic,72,5.591921852705521,52,0.07766558128757667,0.7222222222222222,
2,116 BAY STATE ROAD,42.35,-71.0985,Academic,6,2.1774891774891776,12,0.3629148629148629,2.0,
7,140 BAY STATE ROAD,42.35,-71.0998,Residential,66,7.0116780908860115,28,0.10623754683160623,0.42424242424242425,Large Dormitory-Style
4,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,92,7.047301912568306,45,0.07660110774530768,0.4891304347826087,
6,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,143,11.958429561200925,66,0.08362538154685961,0.46153846153846156,
3,225 BAY STATE ROAD,42.3509,-71.1036,Student Support,24,3.2449922958397535,20,0.13520801232665638,0.8333333333333334,
b,64-86 CUMMINGTON MALL,42.3487,-71.104,Academic,0,59.99750651705769,271,inf,inf,
b,575 COMMONWEALTH AVENUE,42.3495,-71.0987,Residential,0,4.2877205363443895,26,inf,inf,Large Dormitory-Style
b,750 COMMONWEALTH AVENUE,42.3498,-71.108,Academic,0,7.883894449499545,58,inf,inf,
b,140 BAY STATE ROAD,42.35,-71.0998,Residential,0,2.686550574286773,37,inf,inf,Large Dormitory-Style
4,141 BAY STATE ROAD,42.3505,-71.0998,Academic,5,1.1771356783919598,3,0.23542713567839196,0.6,
3,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,126,1.5980827682955343,7,0.012683196573774081,0.05555555555555555,
2,735 COMMONWEALTH AVENUE,42.3506,-71.1064,Student Support,12,3.870991253644315,79,0.3225826044703596,6.583333333333333,
3,745 - 755 COMMONWEALTH AVENUE,42.3505,-71.1073,Academic,85,9.345236749915244,57,0.10994396176370876,0.6705882352941176,
2,602 COMMONWEALTH AVENUE,42.3489,-71.1009,Academic,47,6.856710033862057,182,0.14588744752897992,3.872340425531915,
1,635 COMMONWEALTH AVENUE,42.3499,-71.102,Research,93,23.79779900834442,296,0.2558903119176819,3.182795698924731,
2,100 ASHFORD STREET,42.3546,-71.1236,Athletic,48,23.852264048008728,797,0.4969221676668485,16.604166666666668,
1,64-86 CUMMINGTON MALL,42.3487,-71.104,Academic,119,8.11771886989885,55,0.0682161249571332,0.46218487394957986,
1,750 COMMONWEALTH AVENUE,42.3498,-71.108,Academic,81,9.430664830841858,74,0.11642796087459084,0.9135802469135802,
b,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,0,3.6726495726495725,19,inf,inf,
b,635 COMMONWEALTH AVENUE,42.3499,-71.102,Research,0,12.760425909494232,61,inf,inf,
20,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,18,2.42873541228238,16,0.1349297451267989,0.8888888888888888,Large Dormitory-Style
1,677 BEACON STREET,42.3481,-71.0986,Research,34,4.546251545464764,20,0.13371328074896363,0.5882352941176471,
2,138 MOUNTFORT STREET,42.3485,-71.1079,Academic,10,2.5394358088658606,19,0.2539435808865861,1.9,
B,775 COMMONWEALTH AVENUE,42.3509,-71.109,Student Support,196,3.6316113161131613,32,0.01852862916384266,0.16326530612244897,
7,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,33,5.395544441918618,35,0.16350134672480662,1.0606060606060606,
s,277 BABCOCK STREET,42.3535,-71.1206,Residential,0,6.380056240536448,39,inf,inf,Large Dormitory-Style
2,233 BAY STATE ROAD,42.3509,-71.1039,Academic,60,4.0643798796877,39,0.06773966466146167,0.65,
b,24 CUMMINGTON MALL,42.3483,-71.1017,Research,0,21.26892916827356,180,inf,inf,
b,610 BEACON STREET,42.3497,-71.0945,Residential,0,3.2748084198273353,22,inf,inf,Large Dormitory-Style
5,1010 COMMONWEALTH AVENUE,42.3513,-71.121,Academic,58,4.936046511627907,19,0.08510425020048117,0.3275862068965517,
b,121 BAY STATE ROAD,42.3504,-71.0988,Administrative,0,2.779759519038076,25,inf,inf,
b,67 BAY STATE ROAD,42.3502,-71.0959,Academic,0,2.297192421821502,21,inf,inf,
b,8 ST. MARY'S STREET,42.3492,-71.1061,Research,0,4.907958960055782,37,inf,inf,
3,285 BABCOCK STREET,42.354,-71.1203,Athletic,1138,9.599805932908234,536,0.008435681839110927,0.4710017574692443,
g,152 BAY STATE ROAD,,,Academic,0,5.01978398032296,29,inf,inf,
2,1010 COMMONWEALTH AVENUE,42.3513,-71.121,Academic,58,5.037247415960517,28,0.08684909337862962,0.4827586206896552,
b,128 BAY STATE ROAD,42.35,-71.0991,Academic,0,1.926530612244898,8,inf,inf,
2,111 CUMMINGTON MALL,42.3491,-71.104,Research,168,11.751375305623473,121,0.06994866253347305,0.7202380952380952,
5,871 COMMONWEALTH AVENUE,42.3515,-71.1146,Academic,160,35.82045147196505,282,0.22387782169978157,1.7625,
2,575 COMMONWEALTH AVENUE,42.3495,-71.0987,Residential,65,13.24611334002006,68,0.2037863590772317,1.0461538461538462,Large Dormitory-Style
2,143 BAY STATE ROAD,42.3505,-71.0998,Academic,11,2.6103315029489527,20,0.23730286390445024,1.8181818181818181,
3,1 UNIVERSITY ROAD,42.3512,-71.11,Academic,84,6.502171059274967,41,0.07740679832470199,0.4880952380952381,
4,617-621 COMMONWEALTH AVENUE,42.3497,-71.1013,Academic,30,6.068794459004119,159,0.20229314863347062,5.3,
b,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,0,3.173076923076923,13,inf,inf,
1,718 COMMONWEALTH AVENUE,42.3495,-71.1058,Academic,30,2.645136186770428,23,0.08817120622568093,0.7666666666666667,
4,154 BAY STATE ROAD,42.3501,-71.1007,Academic,11,2.37403400309119,18,0.21582127300829,1.6363636363636365,
5,236 BAY STATE ROAD,42.3506,-71.1042,Academic,27,3.4178082191780823,22,0.12658548959918822,0.8148148148148148,
