building_floor,building_desc,latitude,longitude,building_type,capacity,mean_density_cnt,max_density_cnt,average_dc_ratio,max_dc_ratio,Residential Building Type,Mechanical Ventilation
8,24 CUMMINGTON MALL,42.3483,-71.1017,Research,118,6.985161156739595,31,0.0591962809893186,0.2627118644067797,,Yes
1,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,70,6.924131067217884,56,0.0989161581031126,0.8,,Yes
2,96-100 CUMMINGTON MALL,42.3489,-71.1048,Academic,55,6.828408501814412,47,0.1241528818511711,0.8545454545454545,,Yes
2,24 CUMMINGTON MALL,42.3483,-71.1017,Research,86,6.695605573419078,25,0.0778558787606869,0.2906976744186046,,Yes
1,10 LENOX STREET,42.3487,-71.1099,Administrative,50,6.6102961338086095,36,0.1322059226761721,0.72,,Yes
9,24 CUMMINGTON MALL,42.3483,-71.1017,Research,105,6.54597995464189,57,0.0623426662346846,0.5428571428571428,,Yes
1,233 BAY STATE ROAD,42.3509,-71.1039,Academic,62,6.529859719438877,41,0.1053203180554657,0.6612903225806451,,Yes
3,1 UNIVERSITY ROAD,42.3512,-71.11,Academic,84,6.502171059274967,41,0.0774067983247019,0.4880952380952381,,Yes
8,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,137,6.462075554902249,31,0.0471684347073156,0.2262773722627737,,Yes
17,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,6.440024668516806,36,0.1288004933703361,0.72,Large Dormitory-Style,Yes
6,24 CUMMINGTON MALL,42.3483,-71.1017,Research,109,6.385363498413574,31,0.0585813164992071,0.2844036697247706,,Yes
6,273 BABCOCK STREET,42.3525,-71.1198,Residential,51,6.384264978381717,31,0.1251816662427787,0.6078431372549019,Large Dormitory-Style,Yes
1,213 BAY STATE ROAD,42.3508,-71.1031,Student Support,30,6.379761672201602,80,0.21265872240672,2.6666666666666665,,Yes
7,24 CUMMINGTON MALL,42.3483,-71.1017,Research,111,6.356399549280837,27,0.0572648608043318,0.2432432432432432,,Yes
5,24 CUMMINGTON MALL,42.3483,-71.1017,Research,110,6.225253215683837,30,0.0565932110516712,0.2727272727272727,,Yes
3,2 SILBER WAY,42.3497,-71.1009,Academic,74,6.067713444553484,40,0.0819961276291011,0.5405405405405406,,Yes
9,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,125,6.049650938854117,29,0.0483972075108329,0.232,,Yes
-1,226 BAY STATE ROAD,42.3504,-71.1037,Academic,0,6.04161391069469,40,inf,inf,,No
-1,154 BAY STATE ROAD,42.3501,-71.1007,Academic,0,5.948350071736011,46,inf,inf,,No
1,985 COMMONWEALTH AVENUE,42.3521,-71.1202,Administrative,124,5.929675965498484,36,0.0478199674636974,0.2903225806451613,,Yes
-1,264-270 BAY STATE ROAD,42.3507,-71.1054,Academic,0,5.917616126205084,40,inf,inf,,No
3,24 CUMMINGTON MALL,42.3483,-71.1017,Research,110,5.914317042606516,29,0.0537665185691501,0.2636363636363636,,Yes
4,1010 COMMONWEALTH AVENUE,42.3513,-71.121,Academic,59,5.834573412698413,56,0.0988910747914985,0.9491525423728814,,Yes
2,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,69,5.802871120378539,38,0.0840995814547614,0.5507246376811594,,Yes
1,2 CUMMINGTON MALL,42.3482,-71.1011,Research,64,5.770725834193327,49,0.0901675911592707,0.765625,,Yes
1,44 CUMMINGTON MALL,42.3485,-71.1028,Research,59,5.750172261049316,26,0.097460546797446,0.4406779661016949,,Yes
2,30-38 CUMMINGTON MALL,42.3484,-71.1023,Research,60,5.710869036027264,28,0.0951811506004543,0.4666666666666667,,Yes
1,890 COMMONWEALTH AVENUE,42.3505,-71.1156,Academic,72,5.591921852705521,52,0.0776655812875766,0.7222222222222222,,Yes
1,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,0,5.589795659347633,34,inf,inf,,Yes
2,48-52 CUMMINGTON MALL,42.3486,-71.1033,Research,42,5.5399545109931765,33,0.1319036788331708,0.7857142857142857,,Yes
1,30-38 CUMMINGTON MALL,42.3484,-71.1023,Research,25,5.529136197440585,37,0.2211654478976234,1.48,,Yes
4,8 ST. MARY'S STREET,42.3492,-71.1061,Research,168,5.419963395748275,37,0.032261686879454,0.2202380952380952,,Yes
3,44 CUMMINGTON MALL,42.3485,-71.1028,Research,60,5.402473922274532,93,0.0900412320379088,1.55,,Yes
7,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,33,5.395544441918618,35,0.1635013467248066,1.0606060606060606,,Yes
1,704 COMMONWEALTH AVENUE,42.3494,-71.1053,Academic,31,5.258266653812783,48,0.1696215049617027,1.5483870967741935,,No
2,704 COMMONWEALTH AVENUE,42.3494,-71.1053,Academic,31,5.081055155875299,53,0.1639050050282354,1.7096774193548387,,No
12,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,5.045854657113613,24,0.1009170931422722,0.48,Large Dormitory-Style,Yes
1,152 BAY STATE ROAD,,,Academic,0,5.01978398032296,29,inf,inf,,No
3,30-38 CUMMINGTON MALL,42.3484,-71.1023,Research,63,4.97048770320967,25,0.0788966302096773,0.3968253968253968,,Yes
2,147 BAY STATE ROAD,42.3505,-71.1001,Academic,30,4.943863839952225,28,0.1647954613317408,0.9333333333333332,,No
5,1010 COMMONWEALTH AVENUE,42.3513,-71.121,Academic,58,4.936046511627907,19,0.0851042502004811,0.3275862068965517,,Yes
-1,8 ST. MARY'S STREET,42.3492,-71.1061,Research,0,4.907958960055782,37,inf,inf,,Yes
-1,163-179 AMORY STREET,42.3502,-71.1136,Administrative,0,4.899570405727924,22,inf,inf,,Yes
3,232 BAY STATE ROAD,42.3505,-71.1039,Academic,34,4.886339937434828,38,0.143715880512789,1.1176470588235294,,No
3,226 BAY STATE ROAD,42.3504,-71.1037,Academic,23,4.721734641197728,29,0.2052928104868577,1.2608695652173914,,No
5,44 CUMMINGTON MALL,42.3485,-71.1028,Research,59,4.664638427334426,27,0.0790616682599055,0.4576271186440678,,Yes
1,232 BAY STATE ROAD,42.3505,-71.1039,Academic,34,4.6439734785697375,30,0.1365874552520511,0.8823529411764706,,No
5,232 BAY STATE ROAD,42.3505,-71.1039,Academic,40,4.558206686930091,42,0.1139551671732522,1.05,,No
1,677 BEACON STREET,42.3481,-71.0986,Research,34,4.546251545464764,20,0.1337132807489636,0.5882352941176471,,Yes
2,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,48,4.336055116101046,22,0.0903344815854384,0.4583333333333333,,Yes
4,44 CUMMINGTON MALL,42.3485,-71.1028,Research,68,4.317645762151439,22,0.063494790619874,0.3235294117647059,,Yes
18,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,4.233986145557171,18,0.0846797229111434,0.36,Large Dormitory-Style,Yes
7,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,130,4.195973632638518,24,0.0322767202510655,0.1846153846153846,,Yes
3,233 BAY STATE ROAD,42.3509,-71.1039,Academic,22,4.192353823088456,24,0.1905615374131116,1.0909090909090908,,Yes
3,677 BEACON STREET,42.3481,-71.0986,Research,37,4.137031352773515,21,0.1118116581830679,0.5675675675675675,,Yes
2,617-621 COMMONWEALTH AVENUE,42.3497,-71.1013,Academic,25,4.120786839986196,26,0.1648314735994478,1.04,,No
2,140 BAY STATE ROAD,42.35,-71.0998,Residential,66,4.105628616517622,25,0.0622064941896609,0.3787878787878788,Large Dormitory-Style,Partial
5,745 - 755 COMMONWEALTH AVENUE,42.3505,-71.1073,Academic,68,4.084268843854789,29,0.0600627771155116,0.4264705882352941,,Partial
2,233 BAY STATE ROAD,42.3509,-71.1039,Academic,60,4.0643798796877,39,0.0677396646614616,0.65,,Yes
4,775 COMMONWEALTH AVENUE,42.3509,-71.109,Student Support,82,3.9799315198782574,24,0.0485357502424177,0.2926829268292683,,Yes
12,273 BABCOCK STREET,42.3525,-71.1198,Residential,51,3.9764960346070657,29,0.0779705104824914,0.5686274509803921,Large Dormitory-Style,Yes
-1,704 COMMONWEALTH AVENUE,42.3494,-71.1053,Academic,0,3.9249894648124735,30,inf,inf,,No
-1,44 CUMMINGTON MALL,42.3485,-71.1028,Research,0,3.9234769687964337,26,inf,inf,,Yes
9,91 BAY STATE ROAD,42.3503,-71.097,Residential,100,3.903047091412742,21,0.0390304709141274,0.21,Large Dormitory-Style,Partial
-1,48-52 CUMMINGTON MALL,42.3486,-71.1033,Research,0,3.884467120181406,26,inf,inf,,Yes
-1,110-112 CUMMINGTON MALL,42.3491,-71.1055,Academic,0,3.672649572649573,19,inf,inf,,Yes
-1,775 COMMONWEALTH AVENUE,42.3509,-71.109,Student Support,196,3.631611316113161,32,0.0185286291638426,0.1632653061224489,,Yes
8,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,51,3.6256523801992726,21,0.0710912231411622,0.4117647058823529,,Yes
-1,735 COMMONWEALTH AVENUE,42.3506,-71.1064,Student Support,0,3.5629555164614226,56,inf,inf,,No
9,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,55,3.490784129959388,14,0.0634688023628979,0.2545454545454545,,Yes
4,264-270 BAY STATE ROAD,42.3507,-71.1054,Academic,65,3.4266477675407514,20,0.0527176579621654,0.3076923076923077,,No
-1,2 SILBER WAY,42.3497,-71.1009,Academic,0,3.421990171990172,23,inf,inf,,Yes
16,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,3.282660827859452,20,0.065653216557189,0.4,Large Dormitory-Style,Yes
-1,610 BEACON STREET,42.3497,-71.0945,Residential,0,3.2748084198273357,22,inf,inf,Large Dormitory-Style,Yes
3,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,32,3.274468085106383,14,0.1023271276595744,0.4375,,Yes
1,808 COMMONWEALTH AVENUE,42.3501,-71.1117,Academic,0,3.245117362479842,20,inf,inf,,Yes
3,225 BAY STATE ROAD,42.3509,-71.1036,Student Support,24,3.244992295839753,20,0.1352080123266563,0.8333333333333334,,Yes
6,44 CUMMINGTON MALL,42.3485,-71.1028,Research,67,3.22010905705546,18,0.0480613292097829,0.2686567164179104,,Yes
-1,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,0,3.173076923076923,13,inf,inf,,Yes
5,53 BAY STATE ROAD,42.3502,-71.0951,Academic,15,3.1045081967213117,16,0.206967213114754,1.0666666666666669,,No
7,2 SILBER WAY,42.3497,-71.1009,Academic,19,2.862412761714856,13,0.1506533032481503,0.6842105263157895,,Yes
-1,15 ST. MARY'S STREET,42.3494,-71.1075,Research,0,2.7362579281183934,11,inf,inf,,Yes
19,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,2.7071387338849338,11,0.0541427746776986,0.22,Large Dormitory-Style,Yes
3,125 BAY STATE ROAD,42.3504,-71.099,Administrative,12,2.655287260616153,16,0.2212739383846794,1.3333333333333333,,No
1,718 COMMONWEALTH AVENUE,42.3495,-71.1058,Academic,30,2.645136186770428,23,0.0881712062256809,0.7666666666666667,,No
1,985 COMMONWEALTH AVENUE,42.3521,-71.1202,Administrative,0,2.63023816701839,12,inf,inf,,Yes
2,143 BAY STATE ROAD,42.3505,-71.0998,Academic,11,2.6103315029489527,20,0.2373028639044502,1.818181818181818,,No
2,138 MOUNTFORT STREET,42.3485,-71.1079,Academic,10,2.5394358088658606,19,0.2539435808865861,1.9,,No
2,118 BAY STATE ROAD,42.35,-71.0986,Academic,6,2.505494505494505,9,0.4175824175824176,1.5,,No
20,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,18,2.42873541228238,16,0.1349297451267989,0.8888888888888888,Large Dormitory-Style,Yes
3,185 BAY STATE ROAD,42.3507,-71.1018,Academic,9,2.33748987854251,12,0.2597210976158344,1.3333333333333333,,No
10,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,50,2.3116587285152206,13,0.0462331745703044,0.26,Large Dormitory-Style,Yes
-1,67 BAY STATE ROAD,42.3502,-71.0959,Academic,0,2.297192421821502,21,inf,inf,,No
-1,233 BAY STATE ROAD,42.3509,-71.1039,Academic,0,2.2648883374689825,18,inf,inf,,Yes
1,122 BAY STATE ROAD,42.35,-71.0988,Administrative,9,2.253386853988961,15,0.2503763171098845,1.6666666666666667,,No
1,141 BAY STATE ROAD,42.3505,-71.0998,Academic,11,2.228134353175923,10,0.2025576684705384,0.9090909090909092,,No
4,143 BAY STATE ROAD,42.3505,-71.0998,Academic,11,2.162227602905569,19,0.1965661457186881,1.7272727272727273,,No
-1,116 BAY STATE ROAD,42.35,-71.0985,Academic,0,2.057942057942058,25,inf,inf,,No
22,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,18,2.0059541530217326,8,0.1114418973900962,0.4444444444444444,Large Dormitory-Style,Yes
-1,213 BAY STATE ROAD,42.3508,-71.1031,Student Support,0,1.9297590770274853,7,inf,inf,,Yes
4,2 CUMMINGTON MALL,42.3482,-71.1011,Research,36,1.8311721991701244,8,0.0508658944213923,0.2222222222222222,,Yes
1,855 COMMONWEALTH AVENUE,42.3514,-71.1139,Academic,0,1.805111821086262,12,inf,inf,,Yes
1,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,0,1.7728813559322034,10,inf,inf,,Yes
-1,10 LENOX STREET,42.3487,-71.1099,Administrative,0,1.677079107505071,12,inf,inf,,Yes
3,610 COMMONWEALTH AVENUE,42.349,-71.1015,Research,126,1.5980827682955343,7,0.012683196573774,0.0555555555555555,,Yes
1,67 BAY STATE ROAD,42.3502,-71.0959,Academic,10,1.4726802457161332,9,0.1472680245716133,0.9,,No
4,116 BAY STATE ROAD,42.35,-71.0985,Academic,2,1.2893081761006289,3,0.6446540880503144,1.5,,No
5,143 BAY STATE ROAD,42.3505,-71.0998,Academic,9,1.2765957446808511,3,0.1418439716312056,0.3333333333333333,,No
2,2 CUMMINGTON MALL,42.3482,-71.1011,Research,38,1.2692307692307692,7,0.0334008097165991,0.1842105263157894,,Yes
3,617-621 COMMONWEALTH AVENUE,42.3497,-71.1013,Academic,30,1.2023809523809523,3,0.040079365079365,0.1,,No
