Floor,Building Code,Building Description,Room #
2,783,856-862 BEACON STREET,204B
2,783,856-862 BEACON STREET,205C
2,783,856-862 BEACON STREET,206B
2,783,856-862 BEACON STREET,203D
2,783,856-862 BEACON STREET,208D
5,783,856-862 BEACON STREET,505D
1,783,856-862 BEACON STREET,103D
1,783,856-862 BEACON STREET,104B
1,783,856-862 BEACON STREET,105C
1,783,856-862 BEACON STREET,106B
3,783,856-862 BEACON STREET,302B
3,783,856-862 BEACON STREET,303D
3,783,856-862 BEACON STREET,301C
2,783,856-862 BEACON STREET,202B
2,798,864 BEACON STREET,202B
1,798,864 BEACON STREET,102B
2,798,864 BEACON STREET,201B
3,798,864 BEACON STREET,302B
4,798,864 BEACON STREET,401B
4,798,864 BEACON STREET,402B
-1,798,864 BEACON STREET,B02B
1,798,864 BEACON STREET,101A
3,798,864 BEACON STREET,301B
-1,798,864 BEACON STREET,B01A
1,808,870 BEACON STREET,102C
-1,808,870 BEACON STREET,B01B
4,808,870 BEACON STREET,402B
1,808,870 BEACON STREET,101B
2,808,870 BEACON STREET,202B
2,808,870 BEACON STREET,201A
4,808,870 BEACON STREET,401A
4,629,871 COMMONWEALTH AVENUE,404B
2,629,871 COMMONWEALTH AVENUE,215C
2,629,871 COMMONWEALTH AVENUE,208B
-1,995,872 BEACON STREET,B04A
4,995,872 BEACON STREET,403A
3,995,872 BEACON STREET,304B
3,995,872 BEACON STREET,303A
2,995,872 BEACON STREET,204B
4,995,872 BEACON STREET,404B
1,995,872 BEACON STREET,104C
1,995,872 BEACON STREET,103B
2,995,872 BEACON STREET,203A
1,632,881 COMMONWEALTH AVENUE,128
2,632,881 COMMONWEALTH AVENUE,249
5,632,881 COMMONWEALTH AVENUE,541
4,632,881 COMMONWEALTH AVENUE,405
6,632,881 COMMONWEALTH AVENUE,644
4,632,881 COMMONWEALTH AVENUE,419
3,632,881 COMMONWEALTH AVENUE,337
5,632,881 COMMONWEALTH AVENUE,547
2,937,888 COMMONWEALTH AVENUE,M202
3,937,888 COMMONWEALTH AVENUE,310A
3,937,888 COMMONWEALTH AVENUE,302
2,937,888 COMMONWEALTH AVENUE,214A
3,627,890 COMMONWEALTH AVENUE,358
2,627,890 COMMONWEALTH AVENUE,218
2,627,890 COMMONWEALTH AVENUE,204
1,627,890 COMMONWEALTH AVENUE,109
-1,819,90 ST. MARY'S STREET,B20
-1,819,90 ST. MARY'S STREET,B14A
1,819,90 ST. MARY'S STREET,113B
1,819,90 ST. MARY'S STREET,114
1,819,90 ST. MARY'S STREET,114A
1,819,90 ST. MARY'S STREET,114B
2,819,90 ST. MARY'S STREET,213
2,819,90 ST. MARY'S STREET,213A
-1,819,90 ST. MARY'S STREET,B17
2,819,90 ST. MARY'S STREET,213B
1,819,90 ST. MARY'S STREET,113A
2,819,90 ST. MARY'S STREET,214
2,819,90 ST. MARY'S STREET,214B
3,819,90 ST. MARY'S STREET,313
3,819,90 ST. MARY'S STREET,313A
3,819,90 ST. MARY'S STREET,313B
3,819,90 ST. MARY'S STREET,314
3,819,90 ST. MARY'S STREET,314A
3,819,90 ST. MARY'S STREET,314B
-1,819,90 ST. MARY'S STREET,B14
2,819,90 ST. MARY'S STREET,214A
1,819,90 ST. MARY'S STREET,113
-1,516,90-92 BAY STATE ROAD,B02A
2,899,900 COMMONWEALTH AVENUE,253
3,840,906 BEACON STREET,301D
2,840,906 BEACON STREET,201G
4,840,906 BEACON STREET,401G
1,518,91 BAY STATE ROAD,113
9,518,91 BAY STATE ROAD,903
1,501,915 COMMONWEALTH AVENUE,187
1,503,925 COMMONWEALTH AVENUE,L169
1,503,925 COMMONWEALTH AVENUE,L125
1,503,925 COMMONWEALTH AVENUE,G148
1,503,925 COMMONWEALTH AVENUE,G133
2,503,925 COMMONWEALTH AVENUE,C210
1,503,925 COMMONWEALTH AVENUE,G122
3,630,928 COMMONWEALTH AVENUE,318
2,964,930-940 COMMONWEALTH AVENUE,236
1,964,930-940 COMMONWEALTH AVENUE,130
1,964,930-940 COMMONWEALTH AVENUE,155L
1,964,930-940 COMMONWEALTH AVENUE,S111
-1,964,930-940 COMMONWEALTH AVENUE,B17
2,964,930-940 COMMONWEALTH AVENUE,264A
1,964,930-940 COMMONWEALTH AVENUE,1219
3,964,930-940 COMMONWEALTH AVENUE,323
2,964,930-940 COMMONWEALTH AVENUE,256F
3,733,94 BAY STATE ROAD,302A
3,733,94 BAY STATE ROAD,301C
2,733,94 BAY STATE ROAD,202B
2,733,94 BAY STATE ROAD,201C
1,733,94 BAY STATE ROAD,102A
3,519,96 BAY STATE ROAD,302H
2,519,96 BAY STATE ROAD,203C
2,519,96 BAY STATE ROAD,202H
2,519,96 BAY STATE ROAD,202G
2,519,96 BAY STATE ROAD,201C
PH,519,96 BAY STATE ROAD,P01L
1,519,96 BAY STATE ROAD,102H
3,519,96 BAY STATE ROAD,302G
1,519,96 BAY STATE ROAD,102G
3,519,96 BAY STATE ROAD,303C
3,519,96 BAY STATE ROAD,301C
5,519,96 BAY STATE ROAD,502G
5,519,96 BAY STATE ROAD,501J
4,519,96 BAY STATE ROAD,402G
4,519,96 BAY STATE ROAD,401I
5,519,96 BAY STATE ROAD,502H
4,519,96 BAY STATE ROAD,402H
5,519,96 BAY STATE ROAD,501I
1,784,96 MOUNTFORT STREET,101E
4,784,96 MOUNTFORT STREET,402C
1,784,96 MOUNTFORT STREET,102C
2,784,96 MOUNTFORT STREET,201E
3,784,96 MOUNTFORT STREET,301E
2,784,96 MOUNTFORT STREET,202C
4,784,96 MOUNTFORT STREET,401E
3,784,96 MOUNTFORT STREET,302C
2,636,96-100 CUMMINGTON MALL,262
1,939,975 COMMONWEALTH AVENUE,120
1,955,98 MOUNTFORT STREET,101C
1,955,98 MOUNTFORT STREET,101B
1,955,98 MOUNTFORT STREET,102B
1,955,98 MOUNTFORT STREET,102C
2,955,98 MOUNTFORT STREET,201B
2,955,98 MOUNTFORT STREET,202C
3,955,98 MOUNTFORT STREET,301B
3,955,98 MOUNTFORT STREET,302C
4,955,98 MOUNTFORT STREET,402C
1,827,985 COMMONWEALTH AVENUE,106
1,827,985 COMMONWEALTH AVENUE,137
